                    SOFT STORY PROPERTIES LIST (Updated Every Wednesday),,,,,,,,,,,
BLOCK,LOT,PROPERTY,NOTICE,SCREENING FORM,,OPT. EVALUATION,,IN / OUT,TIER,,
1230,018,540 COLE ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1230,008,1600 HAIGHT ST,X,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
1231,024,520 CLAYTON ST,X,01/07/14,01/07/14,,,IN,3,Permit Issued,
1231,007,535 ASHBURY ST,X,04/08/14,12/23/14,,,OUT,,Not Subject to the Program,
1231,031,1645 PAGE ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1231,020,544 CLAYTON ST,X,11/05/14,11/05/14,,,IN,3,Screening Form Accepted,
1231,021,538 CLAYTON ST,X,02/06/15,02/06/15,,,IN,3,Screening Form Accepted,
1231,008,545 ASHBURY ST,X,08/21/14,07/30/15,08/21/14,07/30/15,OUT,,Screening Form and Optional Evaluation Form Approved,
1232,022,1591 PAGE ST,X,10/17/13,10/17/13,,,IN,3,"Work Complete, CFC Issued",
1232,012,1462 HAIGHT ST,X,01/08/14,01/08/14,,,IN,4,Permit Issued,
1232,003A,1135 MASONIC AV,X,04/07/14,04/07/14,,,IN,3,"Work Complete, CFC Issued",
1232,021,506 ASHBURY ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
1232,018,524 ASHBURY ST,X,06/16/14,06/16/14,,,IN,3,Screening Form Accepted,
1232,004,1157 MASONIC AV,X,09/08/14,09/08/14,,,IN,3,Screening Form Accepted,
1233,010,1300 HAIGHT ST,X,04/10/14,04/10/14,,,IN,4,Permit Issued,
1233,003,151 CENTRAL AV,X,12/18/13,12/18/13,,,IN,3,"Work Complete, CFC Issued",
1233,042,1443 PAGE ST,X,09/15/14,09/15/15,,,IN,3,Permit Issued,
1233,006,131 CENTRAL AVE,,07/30/14,07/30/14,,,IN,3,Permit Issued,
1233,038,1429 PAGE ST,X,05/22/14,05/22/14,,,IN,3,Screening Form Accepted,
1233,001,1421 PAGE ST,X,06/03/14,06/03/14,,,IN,3,Screening Form Accepted,
1233,019,1366 HAIGHT ST,X,05/21/14,05/21/14,,,IN,3,Screening Form Accepted,
1234,035,1325 PAGE ST,X,11/15/13,11/15/13,,,IN,3,"Work Complete, CFC Issued",
1234,010,1230 HAIGHT ST,X,09/14/14,09/14/14,,,IN,3,Permit Issued,
1234,024,156 CENTRAL AV,X,08/20/14,08/20/14,,,IN,3,Permit Issued,
1234,021,148 CENTRAL AV,X,06/08/14,10/16/14,,,OUT,,Not Subject to the Program,
1234,023,152 CENTRAL AV,X,08/11/14,10/16/14,,,OUT,,Not Subject to the Program,
1234,026,160 CENTRAL AV,X,02/03/14,03/24/14,,,OUT,,Not Subject to the Program,
1234,033,1337 PAGE ST,X,08/20/14,08/20/14,,,IN,3,Screening Form Accepted,
1234,029,1363 PAGE ST,X,08/24/14,08/24/14,,,IN,3,Permit Issued,
1234,017,1296 HAIGHT ST,X,06/05/14,06/05/14,,,IN,2,Screening Form Accepted,
1234,002,37 LYON ST,X,11/05/13,11/05/13,,,IN,3,Screening Form Accepted,
1234,037,1315 PAGE ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
1234,034,1333 PAGE ST,X,09/13/14,09/13/14,,,IN,3,Screening Form Accepted,
1234,005,1200 HAIGHT ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
1235,029,1132 HAIGHT ST ,X,11/22/13,11/22/13,,,IN,3,Permit Issued,
1235,015,1190 HAIGHT ST,X,02/26/14,02/26/14,,,IN,4,Screening Form Accepted,
1235,023,1267 PAGE ST,X,10/16/14,10/16/14,,,IN,3,Screening Form Accepted,
1236,005,141 BRODERICK ST,X,09/12/14,10/02/14,,,OUT,,Not Subject to the Program,
1236,008,101 BRODERICK ST,,06/04/14,06/17/14,,,OUT,,Not Subject to the Program,
1236,026,1103 PAGE ST,X,07/01/14,07/01/14,,,IN,3,Screening Form Accepted,
1236,006,121 BRODERICK ST,X,09/11/14,09/15/14,09/11/14,09/15/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1237,029,1051 PAGE ST,X,12/06/13,12/06/13,,,IN,3,"Work Complete, CFC Issued",
1237,030,1045 PAGE ST,X,07/11/14,09/02/15,,,OUT,,Not Subject to the Program,
1237,030A,1039 PAGE ST,X,06/20/14,08/13/15,,,OUT,,Not Subject to the Program,
1237,003,285 DIVISADERO ST,X,09/02/14,09/02/14,,,IN,3,Screening Form Accepted,
1237,011,926 HAIGHT ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
1238,021,250 DIVISADERO ST,X,07/09/14,07/09/14,,,IN,4,"Work Complete, CFC Issued",
1238,017,860 HAIGHT ST,X,08/28/14,08/28/14,,,IN,3,"Work Complete, CFC Issued",
1238,001,909 PAGE ST,X,06/20/14,06/20/14,,,IN,2,Permit Issued,
1238,034,925 PAGE ST,X,08/11/14,08/11/14,,,IN,3,Screening Form Accepted,
1238,018A,866 HAIGHT ST,X,07/03/14,07/03/14,,,IN,3,Screening Form Accepted,
1238,018,876 HAIGHT ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
1238,022,270 DIVISADERO ST,X,07/22/14,07/22/14,,,IN,4,Screening Form Accepted,
1238,032,941 PAGE ST,X,08/26/14,08/26/14,,,IN,3,Screening Form Accepted,
1238,030,955 PAGE ST,X,12/05/13,12/05/13,,,IN,3,Screening Form Accepted,
1239,032,839 HAIGHT ST,X,09/02/14,09/10/14,,,OUT,,Not Subject to the Program,
1239,001,801 HAIGHT ST,X,07/22/14,07/22/14,,,IN,3,Screening Form Accepted,
1239,026,242 DIVISADERO ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
1239,030,851 HAIGHT ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1240,048,860 WALLER ST,X,03/31/14,03/31/14,,,IN,3,"Work Complete, CFC Issued",
1240,028,959 HAIGHT ST,X,03/28/14,03/28/14,,,IN,3,Screening Form Accepted,
1240,011,842 WALLER ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1240,027,967 HAIGHT ST,X,07/17/14,07/17/14,,,IN,3,Screening Form Accepted,
1240,024,987 HAIGHT ST,X,12/01/15,12/01/15,,,OUT,,Not Subject to the Program,
1240,026,973 HAIGHT ST,X,08/14/14,08/14/14,,,IN,3,Screening Form Accepted,
1240,036,909 HAIGHT ST,X,07/08/14,07/08/14,,,IN,3,Screening Form Accepted,
1241,001,1007 HAIGHT ST,X,12/23/15,01/06/15,,,OUT,,Not Subject to the Program,
1241,004,11 BRODERICK ST,X,06/10/14,06/10/14,,,IN,3,Screening Form Accepted,
1241,009B,65 BUENA VISTA EAST AV,X,09/04/14,09/04/14,,,IN,3,Screening Form Accepted,
1242,004,60 CENTRAL AV,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
1242,005,909 BUENA VISTA WEST AV,X,09/07/14,09/07/14,,,IN,3,Screening Form Accepted,
1243,002,91 CENTRAL AV,X,09/11/14,09/11/14,,,IN,3,"Work Complete, CFC Issued",
1243,018,1270 WALLER ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
1243,007 ,61 CENTRAL AV  ,X,01/07/14,01/07/14,,,IN,3,Screening Form Accepted,
1244,030,1427 HAIGHT ST,X,11/01/13,11/01/13,,,IN,4,"Work Complete, CFC Issued",
1244,034,1378 WALLER ST,X,08/15/14,12/23/14,,,OUT,,Not Subject to the Program,
1244,027,1457 HAIGHT ST,X,11/22/13,11/22/13,,,IN,4,Screening Form Accepted,
1244,022,1485 HAIGHT ST,X,04/22/14,04/22/14,,,IN,4,Screening Form Accepted,
1244,002,1221 MASONIC AV,X,05/27/14,05/27/14,,,IN,3,Screening Form Accepted,
1244,003,1227 MASONIC AV,X,06/30/14,06/30/14,,,IN,3,Screening Form Accepted,
1245,008,1426 WALLER ST,X,02/11/14,02/11/14,,,IN,3,"Work Complete, CFC Issued",
1245,001,1501 HAIGHT ST,X,11/22/13,11/22/13,,,IN,4,Permit Issued,
1245,010,1436 WALLER ST,X,06/16/14,06/16/14,,,IN,3,Permit Issued,
1245,003,635 ASHBURY ST,X,09/15/14,12/23/14,,,OUT,,Not Subject to the Program,
1245,014,1466 WALLER ST,X,08/20/15,08/20/15,,,IN,3,Screening Form Accepted,
1245,017,652 CLAYTON ST,X,10/29/14,10/29/14,,,IN,3,Screening Form Accepted,
1245,002,625 ASHBURY ST,X,06/05/14,06/05/14,,,IN,3,Screening Form Accepted,
1245,015,1480 WALLER ST,X,06/27/14,06/27/14,,,IN,3,Screening Form Accepted,
1245,020,634 CLAYTON ST,X,10/09/14,10/09/14,,,IN,3,Screening Form Accepted,
1245,016,662 CLAYTON ST,X,09/15/14,10/16/14,09/15/14,10/16/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1246,023,1633 HAIGHT ST,X,08/14/14,08/14/14,,,IN,4,Permit Issued,
1246,007,635 CLAYTON ST,X,07/08/14,07/08/14,,,IN,3,Permit Issued,
1246,017,42 BELVEDERE ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1246,018,38 BELVEDERE ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
1246,011,657 CLAYTON ST,X,10/30/13,10/30/13,,,IN,3,Screening Form Accepted,
1246,029,601 CLAYTON  ST,X,10/30/13,10/30/13,,,IN,4,Screening Form Accepted,
1247,019,614 COLE ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
1247,005,35 BELVEDERE ST,X,01/07/14,01/07/14,,,IN,3,Screening Form Accepted,
1247,015,642 COLE ST,X,08/08/14,08/08/14,,,IN,3,Screening Form Accepted,
1247,023,1677 HAIGHT ST,X,09/13/14,09/13/14,,,IN,4,Screening Form Accepted,
1247,024,1667 HAIGHT ST,X,08/12/14,08/12/14,,,IN,4,Screening Form Accepted,
1247,020,1685 HAIGHT ST,X,07/01/14,07/01/14,,,IN,4,Screening Form Accepted,
1248,018,624 SHRADER ST,X,04/10/14,04/10/14,,,IN,3,Permit Issued,
1248,024,675 COLE ST,X,08/12/14,08/12/14,,,IN,3,Permit Filed,
1248,001,1701 HAIGHT ST,X,05/28/14,05/28/14,,,IN,4,Permit Filed,
1248,002,625 COLE ST,X,09/04/14,09/04/14,,,IN,3,Screening Form Accepted,
1248,019,1795 HAIGHT ST,X,04/15/14,04/15/14,,,IN,4,Screening Form Accepted,
1249,002,625 SHRADER ST,X,07/10/14,07/10/14,,,IN,3,Permit Issued,
1250,022,772 STANYAN ST,X,02/25/14,02/25/14,,,IN,4,Permit Issued,
1250,010,110 BEULAH ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1250,001,1709 WALLER ST,X,07/29/14,07/29/14,,,IN,4,Screening Form Accepted,
1251,020,1657 WALLER ST,X,09/11/14,09/11/14,,,IN,4,Screening Form Accepted,
1252,023,358 FREDERICK ST,X,12/10/13,12/10/13,,,IN,3,Permit Issued,
1252,022,191 BELVEDERE ST,X,03/07/14,03/07/14,,,IN,3,"Work Complete, CFC Issued",
1252,025,370 FREDERICK ST,X,09/01/14,10/16/14,,,OUT,,Not Subject to the Program,
1252,033,764 COLE ST,X,08/15/14,08/15/14,,,IN,3,Screening Form Accepted,
1252,037,728 COLE ST,X,09/04/14,09/04/14,,,IN,3,Screening Form Accepted,
1253,050,709 CLAYTON ST,X,08/19/14,08/19/14,,,IN,3,"Work Complete, CFC Issued",
1253,023,793 CLAYTON ST,X,01/14/14,01/14/14,,,IN,3,Screening Form Accepted,
1253,025,318 FREDERICK ST,X,07/17/14,07/17/14,,,IN,3,Screening Form Accepted,
1253,049,1517 WALLER ST,X,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
1254,018,795 ASHBURY ST,X,06/25/14,06/25/14,,,IN,3,"Work Complete, CFC Issued",
1254,045,710 CLAYTON ST,X,04/14/14,04/14/14,,,IN,3,Permit Filed,
1254,001,1401 WALLER ST,X,11/01/13,11/01/13,,,IN,3,Screening Form Accepted,
1254,005,721 ASHBURY ST,X,07/08/14,07/08/14,,,IN,3,Screening Form Accepted,
1254,045A,1485 WALLER ST,X,11/21/13,11/21/13,,,IN,2,Permit Filed,
1254,077,262 FREDERICK ST,X,11/19/14,11/19/14,,,IN,3,Screening Form Accepted,
1254,025,268 FREDERICK ST,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
1255,045,1369 WALLER ST,X,08/04/14,08/04/14,,,IN,3,"Work Complete, CFC Issued",
1255,017A,1395 MASONIC AV,X,09/07/14,09/07/14,,,IN,3,Permit Issued,
1255,082,720 ASHBURY ST,X,05/02/14,05/02/14,,,IN,3,Permit Filed,
1255,043,700 ASHBURY ST,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
1255,018,102 FREDERICK ST,X,03/04/14,03/04/14,,,IN,3,Screening Form Accepted,
1255,023,136 FREDERICK ST,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
1255,019,110 FREDERICK ST,X,06/12/14,06/12/14,,,IN,3,Screening Form Accepted,
1255,003,1317 MASONIC AV,X,05/21/14,05/21/14,,,IN,3,Screening Form Accepted,
1255,021,130 FREDERICK ST,X,02/17/15,02/17/15,02/26/15,02/11/16,OUT,,Screening Form and Optional Evaluation Form Approved,
1256,058,789 BUENA VISTA WEST AV,X,10/07/14,10/07/14,,,IN,3,Screening Form Accepted,
1256,044,1275 WALLER ST,X,07/08/14,07/08/14,,,IN,3,Screening Form Accepted,
1256,050,1235 WALLER ST,X,08/08/14,08/08/14,,,IN,3,Screening Form Accepted,
1258,020,123 BUENA VISTA EAST AV,X,06/25/14,06/25/14,,,IN,3,"Work Complete, CFC Issued",
1258,001,855 WALLER ST,X,07/08/14,07/08/14,,,IN,3,Screening Form Accepted,
1258,019,135 BUENA VISTA TR,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
1258,025,863 WALLER ST,X,08/20/14,08/20/14,10/20/14,10/20/14,OUT, ,Screening Form and Optional Evaluation Form Approved,
1259,024,35 ALPINE TR,X,09/13/14,09/13/14,,,IN,3,Permit Issued,
1259,013,800 DUBOCE AV,,05/29/15,05/29/15,,,IN,3,Screening Form Accepted,
1260,015,1 SCOTT ST,X,09/15/14,10/02/14,,,OUT,,Not Subject to the Program,
1260,038A,733 WALLER ST,X,02/11/14,07/25/14,,,OUT,,Not Subject to the Program,
1260,052,751 WALLER ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
1260,054,727 WALLER ST,X,04/04/14,04/04/14,,,IN,3,Screening Form Accepted,
1260,005,65 SCOTT ST,X,10/21/14,10/21/14,,,IN,3,Screening Form Accepted,
1260,056,140 DIVISADERO ST,X,05/28/14,05/28/14,,,IN,3,Screening Form Accepted,
1261,006,773 COLE ST,X,04/22/14,04/22/14,,,IN,3,Permit Filed,
1261,007,775 COLE ST,X,04/22/14,04/22/14,,,IN,3,Permit Issued,
1261,005,761 COLE ST,,07/24/14,06/11/15,,,OUT, ,Not Subject to the Program,
1261,011,795 COLE ST,X,05/06/14,05/06/14,,,IN,3,Screening Form Accepted,
1262,028,818 STANYAN ST,X,03/20/14,03/20/14,,,IN,3,Permit Issued,
1262,005,823 SHRADER ST,X,09/14/14,09/14/14,,,IN,3,"Work Complete, CFC Issued",
1262,016,470 FREDERICK ST,X,08/13/14,08/13/14,,,IN,3,Permit Issued,
1262,030,806 STANYAN ST,X,05/14/14,05/14/14,,,IN,3,Screening Form Accepted,
1262,023,848 STANYAN ST,X,12/13/13,12/13/13,,,IN,3,Screening Form Accepted,
1262,026,830 STANYAN ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
1262,015,466 FREDERICK ST,X,05/09/14,05/16/14,05/09/14,05/16/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1263,006,510 FREDERICK ST,X,05/28/14,05/28/14,,,IN,4,Screening Form Accepted,
1265,029,631 FREDERICK ST,X,12/11/13,12/11/13,,,IN,3,"Work Complete, CFC Issued",
1265,010,344 CARL ST,X,07/15/14,07/15/14,,,IN,3,Permit Issued,
1265,015,498 CARL ST,X,08/27/14,09/02/14,,,OUT,,Not Subject to the Program,
1265,031,619 FREDERICK ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
1265,007,300 CARL ST,X,03/06/14,03/06/14,03/06/14,03/21/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1266,019,294 CARL ST,X,04/28/14,04/28/14,,,IN,2,Permit Issued,
1266,040,200 CARL ST,X,12/10/14,04/25/14,,,OUT,,Not Subject to the Program,
1266,024,1212 WILLARD ST,,10/23/13,11/01/13,,,OUT,,Not Subject to the Program,
1266,016,268 CARL ST,X,08/27/14,08/27/14,,,IN,3,Screening Form Accepted,
1266,041,545 FREDERICK ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
1266,014,260 CARL ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1266,001,901 STANYAN ST,X,07/15/14,07/15/14,,,IN,2,Screening Form Accepted,
1266,005,943 STANYAN ST,X,09/13/14,09/13/14,03/26/15,04/02/15,OUT,,Screening Form and Optional Evaluation Form Approved,
1267,014,126 CARL ST,X,07/10/14,07/10/14,,,IN,3,"Work Complete, CFC Issued",
1267,030,198 CARL ST,X,10/03/14,06/11/15,,,OUT,,Not Subject to the Program,
1267,007,835 COLE ST,X,09/04/14,09/04/14,,,OUT,,Not Subject to the Program,
1267,013,122 CARL ST,X,10/20/13,12/04/13,,,OUT,,Not Subject to the Program,
1267,006,833 COLE ST,X,09/13/14,09/13/14,,,IN,3,Screening Form Accepted,
1267,071,144 CARL ST,X,04/29/14,04/29/14,,,IN,3,Screening Form Accepted,
1267,040,491 FREDERICK ST,X,08/12/14,08/12/14,,,IN,4,Screening Form Accepted,
1267,021,152 CARL ST,X,09/03/14,09/03/14,,,IN,3,Screening Form Accepted,
1267,029,182 CARL ST,X,08/08/14,08/08/14,,,IN,3,Screening Form Accepted,
1267,039,906 STANYAN ST,X,02/18/14,02/18/14,,,IN,3,Screening Form Accepted,
1267,016,134 CARL ST,X,09/08/14,09/08/14,09/08/14,09/15/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1268,026,84 CARL ST,X,03/13/14,03/13/14,,,IN,4,Permit Issued,
1268,011,10 CARL ST,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
1268,001,303 FREDERICK ST,X,08/12/14,08/12/14,,,IN,3,Screening Form Accepted,
1269,014,867 ASHBURY ST,X,06/23/14,06/23/14,,,IN,3,"Work Complete, CFC Issued",
1269,147,170 DOWNEY ST,X,05/05/14,05/05/14,,,IN,3,"Work Complete, CFC Issued",
1269,150,154 DOWNEY ST,X,04/14/14,04/14/14,,,IN,3,Permit Filed,
1269,155,128 DOWNEY ST,X,05/21/14,05/21/14,,,IN,3,"Work Complete, CFC Issued",
1269,031,955 ASHBURY ST,X,08/11/14,08/24/15,,,IN,3,   Subject to the Program,
1269,006,825 ASHBURY ST,X,04/29/15,04/30/15,,,OUT,,Not Subject to the Program,
1269,127,279 DOWNEY ST,X,09/03/14,09/10/14,,,OUT,,Not Subject to the Program,
1269,187,263 FREDERICK ST,X,11/26/13,12/19/13,,,OUT,,Not Subject to the Program,
1269,203,269 FREDERICK ST,X,04/14/14,04/14/14,,,OUT,,Not Subject to the Program,
1269,003,811 ASHBURY ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
1269,117,225 DOWNEY ST,X,07/10/14,07/10/14,,,IN,3,Screening Form Accepted,
1269,165,1038 CLAYTON ST,X,05/01/14,05/01/14,,,IN,3,Screening Form Accepted,
1269,037,1019 ASHBURY ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1269,022,905 ASHBURY ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
1269,153,138 DOWNEY ST,X,08/11/14,08/11/14,,,IN,3,Screening Form Accepted,
1269,008,833 ASHBURY ST,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
1269,151,150 DOWNEY ST,X,11/17/14,11/17/14,,,IN,3,Screening Form Accepted,
1269,083,822 CLAYTON ST,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
1269,030,949 ASHBURY ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
1269,160,231 FREDERICK ST,X,08/24/15,08/24/15,,,IN,3,Screening Form Accepted,
1270,030,864 ASHBURY ST,X,10/30/13,10/31/13,,,IN,3,"Work Complete, CFC Issued",
1270,037,820 ASHBURY ST,X,04/07/14,04/25/14,,,OUT,,Not Subject to the Program,
1270,033,848 ASHBURY ST,X,10/31/14,10/31/14,,,IN,3,Screening Form Accepted,
1270,040,191 FREDERICK ST,X,08/04/14,08/04/14,,,IN,2,Screening Form Accepted,
1270,038,816 ASHBURY ST,X,07/23/14,07/23/14,,,IN,3,Screening Form Accepted,
1270,079,1421 MASONIC AV,X,06/17/14,06/17/14,,,IN,3,Permit Issued,
1271,019,54 PARNASSUS AV,X,05/30/14,05/30/14,,,IN,3,"Work Complete, CFC Issued",
1271,002,859 CLAYTON ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
1271,026,85 CARL ST,X,02/13/14,02/13/14,,,IN,4,Screening Form Accepted,
1272,001,101 CARL ST,X,04/24/14,04/24/14,,,IN,4,Permit Filed,
1272,007,120 PARNASSUS AV,,03/01/14,03/07/14,,,OUT,,Not Subject to the Program,
1272,006,112 PARNASSUS AV,X,09/07/14,09/07/14,,,IN,3,Screening Form Accepted,
1272,023,123 CARL ST,X,08/14/14,08/14/14,,,IN,3,Screening Form Accepted,
1272,002,917 COLE ST,X,09/07/14,09/07/14,,,IN,3,Screening Form Accepted,
1272,011,144 PARNASSUS AV,X,06/25/14,06/25/14,,,IN,2,Screening Form Accepted,
1272,005,106 PARNASSUS AV,X,11/25/13,11/25/13,,,IN,4,Screening Form Accepted,
1273,008,156 PARNASSUS AV,X,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
1273,011,172 PARNASSUS AV,X,01/24/14,01/24/14,,,IN,3,Screening Form Accepted,
1273,014,1050 STANYAN ST,X,03/26/14,03/26/14,,,IN,3,Screening Form Accepted,
1273,010,170 PARNASSUS AV,,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
1274,021,1302 WILLARD ST,X,10/16/13,10/16/13,,,IN,3,"Work Complete, CFC Issued",
1274,002,1025 STANYAN ST,X,06/02/14,06/02/14,,,IN,3,"Work Complete, CFC Issued",
1274,036,250 PARNASSUS AV,X,08/25/14,08/25/14,,,IN,3,Permit Issued,
1274,017,1334 WILLARD ST,X,08/05/14,08/05/14,,,IN,3,"Work Complete, CFC Issued",
1274,018,1324 WILLARD ST,X,08/29/14,08/27/15,,,IN,2,   Subject to the Program,
1274,037,200 PARNASSUS AV,X,06/30/14,08/11/14,,,OUT,,Not Subject to the Program,
1274,011,226 PARNASSUS AV,X,02/03/14,02/03/14,,,IN,3,Screening Form Accepted,
1274,027,257 CARL ST,X,09/30/14,09/30/14,,,IN,3,Screening Form Accepted,
1275,005,1355 WILLARD ST,X,01/14/14,01/14/14,,,IN,2,"Work Complete, CFC Issued",
1275,001,301 CARL ST,X,10/04/13,10/04/13,,,IN,2,Permit Issued,
1275,014,330 PARNASSUS AV,X,11/05/13,11/05/13,,,IN,2,Screening Form Accepted,
1275,058,375 CARL ST,X,02/18/14,02/18/14,,,IN,3,Screening Form Accepted,
1275,007,306 PARNASSUS AV,X,04/11/14,04/11/14,,,IN,3,Screening Form Accepted,
1275,008,310 PARNASSUS AV,X,05/14/14,05/14/14,,,IN,3,Screening Form Accepted,
1275,012,322 PARNASSUS AV,X,08/14/14,08/14/14,,,IN,3,Screening Form Accepted,
1276,015,189 PARNASSUS AV,X,03/07/14,03/07/14,,,IN,3,Permit Issued,
1276,017,183 PARNASSUS AV,X,11/08/13,11/08/13,,,IN,3,Permit Filed,
1276,002,226 GRATTAN ST,X,02/12/14,03/18/14,,,OUT,,Not Subject to the Program,
1276,019,173 PARNASSUS AV,X,04/07/14,04/07/14,,,IN,3,Screening Form Accepted,
1276,008,1126 STANYAN ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
1276,005,244 GRATTAN ST,X,07/21/14,07/21/14,,,IN,3,Screening Form Accepted,
1277,002,1019 COLE ST,X,08/15/14,08/15/14,,,IN,3,"Work Complete, CFC Issued",
1277,001,101 PARNASSUS AV,X,03/11/14,03/11/14,,,IN,3,Permit Issued,
1278,020,1012 COLE ST,X,05/21/14,05/21/14,,,IN,3,Permit Issued,
1278,017,1034 COLE ST,X,02/19/14,02/19/14,,,IN,3,"Work Complete, CFC Issued",
1278,022,1000 COLE ST,X,08/24/14,08/24/14,,,IN,4,Permit Filed,
1278,014,1060 COLE ST,X,07/01/14,07/01/14,,,IN,3,Screening Form Accepted,
1278,016,1040 COLE ST,X,03/04/14,03/04/14,,,IN,3,Screening Form Accepted,
1279,053,562 BELVEDERE ST,X,11/08/13,11/08/13,,,OUT,,Not Subject to the Program,
1279,090,4612 17TH ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
1280,040,73 GRATTAN ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
1280,007,481 BELVEDERE ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
1281,010,100 ALMA ST,X,03/28/14,03/28/14,03/28/14,03/28/14,OUT,,Screening Form and Optional Evaluation Form Approved,
1282,024,275 GRATTAN ST,X,07/14/14,07/14/14,,,IN,3,Permit Issued,
1282,015,1168 STANYAN ST,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
1285,019,1208 COLE ST,X,04/22/14,04/22/14,,,IN,3,Permit Issued,
1285,006,531 BELVEDERE ST,X,09/06/14,10/20/14,,,OUT, ,Not Subject to the Program,
1285,001,5 ALMA ST,X,09/11/14,08/28/15,09/11/14,08/28/15,OUT,,Screening Form and Optional Evaluation Form Approved,
1286,001,553 BELVEDERE ST,X,09/11/14,08/27/15,,,IN,3,   Subject to the Program,
1286,053,4752 17TH ST,X,08/14/14,08/14/14,08/25/15,11/17/15,OUT,,Screening Form and Optional Evaluation Form Approved,
1288,002,1409 SHRADER ST,X,06/26/14,06/26/14,,,IN,3,Screening Form Accepted,
1289,062,4931 17TH ST,X,11/14/13,11/14/13,,,IN,3,"Work Complete, CFC Issued",
1290,001,4801 17TH ST,X,08/22/14,08/22/14,,,IN,3,Screening Form Accepted,
1292,001,1201 CLAYTON ST,X,08/26/14,08/26/14,,,IN,3,"Work Complete, CFC Issued",
1293,028,22 TWIN PEAKS BL,X,06/27/14,06/27/14,,,IN,3,"Work Complete, CFC Issued",
1294,043,145 CARMEL ST,X,07/29/14,07/29/14,03/17/16,04/01/16,OUT,,Screening Form and Optional Evaluation Form Approved,
1294,001,101 CARMEL ST,X,04/15/14,04/15/14,,,IN,3,Screening Form Accepted,
1305,010,324 EL CAMINO DEL MAR *,X,09/05/14,09/05/14,,,IN,3,"Work Complete, CFC Issued",
1305,024,95 26TH AV,X,10/09/14,10/09/14,,,IN,3,Permit Issued,
1331,040,2610 LAKE ST,X,08/12/14,08/12/14,,,IN,3,"Work Complete, CFC Issued",
1332,025,190 27TH AV,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
1332,018,195 26TH AV,X,08/05/14,08/05/14,,,IN,3,Screening Form Accepted,
1333,020,2438 LAKE ST,X,08/19/14,08/19/14,,,IN,3,"Work Complete, CFC Issued",
1333,057,2430 LAKE ST,X,09/03/14,09/03/14,,,IN,3,Screening Form Accepted,
1333,022,2450 LAKE ST,X,08/22/14,08/22/14,,,IN,3,Screening Form Accepted,
